system:index,B8A,B9,LAI,MSR2,OSAVI,RDVI,.geo
7_41012,3611.0,2514.0,1.4174247980117798,0.16283736557704234,0.12608122357159404,20.62615263487592,
7_41017,2842.0,2541.0,1.3833260536193848,0.18977424993181982,0.14553545089760128,25.261617374531074,
7_41021,2808.0,2447.0,1.3430273532867432,0.15198822325310773,0.11812590839379004,20.722403709079092,
7_41027,2630.0,2296.0,1.4546687602996826,0.16775017160278033,0.1296503273191761,21.085171452205703,
7_41076,2888.0,2762.0,1.4218283891677856,0.16545430126894942,0.1279763829552501,26.988166004088434,
7_41095,2760.0,2711.0,1.4105401039123535,0.16605166442840677,0.12840715225233434,28.22111425228621,
7_41124,3379.0,2791.0,1.4120913743972778,0.15839812751728888,0.12283264291852572,23.88696862750701,
7_41125,2820.0,2527.0,1.3573906421661377,0.1888113771316165,0.1448403575451044,28.70955915059872,
7_41128,3571.0,2419.0,1.4928122758865356,0.2745163624511372,0.20434394901363345,25.85189638894353,
7_41129,2829.0,2272.0,1.3369966745376587,0.21728595959137798,0.16502771380038833,23.702804302132606,
7_41131,2760.0,2394.0,1.3878387212753296,0.20964249061366458,0.15965074254962056,23.7329095564774,
7_41146,2865.0,2522.0,1.399335265159607,0.18068041490842962,0.13900710216790071,25.13876475327256,
7_41167,2881.0,2508.0,1.5659048557281494,0.1367353441016476,0.10684549232279812,20.986986191253404,
7_41172,2730.0,2355.0,1.5151816606521606,0.15126274034061443,0.11759054664232874,21.49500505444809,
7_41176,3083.0,2651.0,1.491489052772522,0.1148639610925179,0.09044881324919167,26.388515070441766,
7_41185,2770.0,2419.0,1.4193699359893799,0.14740225231910525,0.11474495226946783,22.746533733018573,
7_41189,2830.0,2358.0,1.3263740539550781,0.2564575597854926,0.1921023073590916,27.830174845930795,
7_41197,2673.0,2365.0,1.387100100517273,0.16542671168420434,0.12795864981562607,22.34314389533326,
7_41204,2744.0,2369.0,1.4882612228393555,0.1845195766383487,0.14177051729306464,22.11656158558534,
7_41205,2927.0,2581.0,1.4825314283370972,0.1668924847892478,0.12902814562676684,23.321153189069356,
7_41208,2890.0,2441.0,1.418452501296997,0.17259655009813835,0.1331709494899183,21.73458590639949,
7_41218,3299.0,2699.0,1.4975262880325317,0.25747269315530735,0.1927959059179357,32.38619714887448,
7_41232,3284.0,2746.0,1.367649793624878,0.18674003534850564,0.1433681572674245,25.075782364039405,
7_41244,2716.0,2469.0,1.3571839332580566,0.15764411154870014,0.1222738420150411,23.090757860918064,
7_41279,2793.0,2450.0,1.4570704698562622,0.16897073851222097,0.13053724675999875,23.392139193308505,
7_41280,3093.0,3171.0,1.4050016403198242,0.2072570104329347,0.15795846781665165,32.67586399641313,
7_41302,2825.0,2395.0,1.517960786819458,0.16487684906970446,0.1275607420819627,21.77939021047181,
7_41310,2825.0,2468.0,1.5252071619033813,0.15613490786091472,0.12116895757662083,23.37621712641149,
7_41319,3113.0,2698.0,1.3753904104232788,0.2075865426293609,0.1582017081451246,26.587410297793515,
7_41347,3357.0,2982.0,1.5380804538726807,0.14476377745643637,0.11279976685201161,25.559573756375514,
7_41357,2962.0,2582.0,1.4610928297042847,0.17461962642390774,0.13463240586717912,25.769847520405907,
7_41381,3395.0,2789.0,1.4880386590957642,0.14597266382241267,0.11369447647025469,24.238144739534217,
7_41389,3592.0,3026.0,1.5132991075515747,0.21444158765757027,0.16303939553289504,24.834066281812746,
7_41407,2988.0,2739.0,1.322394609451294,0.17358173889207923,0.13388042951062268,26.715933268260475,
7_41413,2721.0,2176.0,1.3545957803726196,0.3426559792821707,0.24899683307210385,31.225276653664768,
7_41419,2766.0,2336.0,1.3200334310531616,0.19570699409446699,0.1497730353105005,23.213068976066417,
7_41420,3016.0,3029.0,1.5196599960327148,0.12418433752483705,0.09746203232609552,30.269320210928853,
7_41427,2690.0,2385.0,1.4913331270217896,0.18854934480430924,0.14465850260634716,23.356897603186464,
7_41459,3011.0,2797.0,1.4801151752471924,0.22933323657604182,0.17343436746066804,29.306813060401364,
7_41477,2975.0,2952.0,1.3518121242523193,0.23936077796592012,0.18037052789477773,32.86672560705275,
7_41486,3693.0,2731.0,1.3428291082382202,0.2597441117104082,0.19435527515624187,27.397435836628368,
7_41490,3612.0,2918.0,1.4225102663040161,0.2558167714800126,0.19167971547050444,28.01814642201764,
7_41507,2782.0,2483.0,1.376946210861206,0.16037732626135182,0.12427322678229669,24.521392265402817,
7_41510,2733.0,2491.0,1.4058271646499634,0.1438249004870687,0.11210078838631284,23.10470023235906,
7_41524,3112.0,2123.0,1.3266814947128296,0.32193543912549205,0.23567002502608805,27.388713461145645,
7_41529,2788.0,2433.0,1.4650300741195679,0.1572313715413701,0.12197171904726736,23.792286699767658,
7_41539,3556.0,2370.0,1.4320935010910034,0.3455153780071916,0.2508596706656948,24.15328589661129,
7_41540,3360.0,2808.0,1.4222666025161743,0.27809951780359443,0.20674017744799633,30.715372784161005,
7_41546,3083.0,3045.0,1.4479471445083618,0.15692496648916993,0.12174225730783864,31.236531891885747,
7_41571,2606.0,2214.0,1.3460018634796143,0.16207476716542052,0.12551562952580395,20.172192834483422,
7_41572,2614.0,2447.0,1.331588625907898,0.19514313241982956,0.1493601151470838,27.935060289404213,
7_41579,2782.0,2473.0,1.5518325567245483,0.1591517535198076,0.12337961978132025,22.004060611295817,
7_41584,2537.0,2140.0,1.3826828002929688,0.1295847877577941,0.1015047991258654,25.72110453968064,
7_41595,3544.0,2959.0,1.4800375699996948,0.15136523777295025,0.11767140823945155,24.527969239025264,
7_41631,2684.0,2282.0,1.341155767440796,0.11746539878663538,0.0924124278782319,21.297508600148976,
7_41646,3077.0,2886.0,1.3307057619094849,0.1321078056451619,0.10339410460482579,28.217643720743677,
7_41661,3601.0,2410.0,1.3292860984802246,0.2675796960013228,0.19966805647301716,25.33606242249302,
7_41669,2703.0,2381.0,1.3857882022857666,0.14403702722155914,0.11226010299268412,20.1793755712009,
7_41694,3087.0,2485.0,1.543735146522522,0.23766780324510153,0.17922041575161138,23.779371452549892,
7_41718,2753.0,2399.0,1.3674577474594116,0.15184217506515857,0.11801587109990654,22.786204102715402,
7_41719,3230.0,2745.0,1.5133790969848633,0.1588777527915715,0.123181909180325,24.469636342319575,
7_41732,2697.0,2307.0,1.4788453578948975,0.14228526342461575,0.11096113171851583,22.54419827610662,
7_41738,2922.0,2475.0,1.5103458166122437,0.19431932502312782,0.14878507343462322,24.196273727351706,
7_41739,3204.0,2958.0,1.477409839630127,0.18995537970829998,0.14566614401240643,28.841328715445023,
7_41747,3187.0,2725.0,1.5344557762145996,0.17180337811452567,0.13259061608173353,30.129234577992648,
7_41771,3204.0,2312.0,1.5495823621749878,0.2666940218855591,0.19906754417390474,22.2550075563716,
7_41775,2656.0,2351.0,1.3682336807250977,0.14147046429881985,0.1103581867076978,21.243266355880905,
7_41794,2782.0,2443.0,1.4738733768463135,0.1718164103691017,0.13260145596879963,24.107994276766348,
7_41809,2796.0,2918.0,1.5005398988723755,0.10142901536498654,0.08024144168148349,31.021764811316576,
7_41822,2820.0,2106.0,1.3974347114562988,0.29439393221424315,0.21759231365555243,29.226882316813157,
7_41835,2732.0,2431.0,1.3432602882385254,0.14031729381924707,0.10950270387877638,22.73757932750953,
7_41849,2933.0,2555.0,1.3648531436920166,0.13747554534538067,0.1073903494331057,27.504403333449083,
7_41865,3632.0,2342.0,1.4744583368301392,0.3220309312984928,0.23574628438366568,23.146812963558705,
7_41875,2740.0,2284.0,1.3434075117111206,0.17842761567092974,0.1373856162998578,21.31518762380195,
7_41889,3321.0,2763.0,1.5033384561538696,0.3245999049815007,0.2374003477383811,28.732860858895098,
7_41891,3004.0,2880.0,1.370956540107727,0.19740665946074387,0.15097655207525013,30.513792913403883,
7_41911,2608.0,2215.0,1.462049126625061,0.1516149082906007,0.11784929741876667,20.272859714012284,
7_41924,3665.0,2678.0,1.4616906642913818,0.3145937790960114,0.23090435520019387,23.396263945488194,
7_41926,3489.0,2459.0,1.45830500125885,0.3260692758353739,0.23835942958122713,25.768454555810205,
7_41931,2848.0,2646.0,1.4745287895202637,0.14239151723408688,0.11103611619031256,27.722601354378376,
7_41939,3296.0,2779.0,1.3449511528015137,0.16326822122706974,0.1263911340675868,23.85379758613587,
7_41952,2936.0,2530.0,1.4672021865844727,0.1651809351384952,0.12777966226163706,25.651658904693427,
7_41963,2969.0,2703.0,1.3793666362762451,0.17527943176108526,0.13511029721168377,25.32502568511788,
7_41971,3215.0,2937.0,1.4131776094436646,0.23642216258166604,0.1783470949291208,32.92110505873884,
7_41995,3674.0,2735.0,1.427964210510254,0.2972855224200795,0.21952935084692562,25.821163809156733,
7_42051,2693.0,2395.0,1.3367940187454224,0.15287137772205134,0.11877229950971654,22.34257361913747,
7_42066,2830.0,2484.0,1.4914348125457764,0.24085325962168355,0.18141441860313887,23.862993360943108,
7_42071,2635.0,2515.0,1.3824677467346191,0.2069840597662865,0.15775825759536388,30.215595552174314,
7_42072,3386.0,2914.0,1.3702744245529175,0.1860895210831553,0.14290231836793055,25.39354501667808,
7_42078,2731.0,2396.0,1.4827332496643066,0.18712838756065034,0.14364179793120527,22.706043156458893,
7_42089,3508.0,2347.0,1.4678943157196045,0.2958335757291497,0.21856718989510565,25.281183445927645,
7_42108,3202.0,2846.0,1.4947755336761475,0.2509059631505259,0.18831621253359232,29.805353772825654,
7_42132,3148.0,2664.0,1.4269862174987793,0.10151296131824133,0.08031661637617854,21.910549071984715,
7_42135,2702.0,2710.0,1.3531231880187988,0.1730696961698692,0.13349526148036975,31.41381947962779,
7_42184,2971.0,2571.0,1.573251485824585,0.24518044594890243,0.18439353941355133,24.9676556567949,
7_42211,3319.0,2228.0,1.3853625059127808,0.24866215173355158,0.1867885537230642,24.82857142857143,
7_42217,2770.0,2460.0,1.3332630395889282,0.1490152220716181,0.11593357542475662,23.69270954850226,
7_42269,3347.0,2494.0,1.5157370567321777,0.3042889764104326,0.22414904923145365,21.643409712314437,
7_42274,3626.0,2771.0,1.4894366264343262,0.2409043186379279,0.18145991398618116,24.519939806175607,
7_42276,2593.0,2680.0,1.3963192701339722,0.26587875172369974,0.19847534000152348,32.831045913244616,
7_42286,2944.0,3024.0,1.5370792150497437,0.1545612938240367,0.12000333397071009,32.68247414322152,
7_42289,3277.0,3130.0,1.5755267143249512,0.18826185286392408,0.14444914433450215,32.7736235631621,
7_42293,3108.0,3049.0,1.4156115055084229,0.2690619958579937,0.2006498426968075,32.07053972218567,
7_42322,3162.0,2620.0,1.3772141933441162,0.15184955466157699,0.11802171192528005,27.442007104091815,
7_42325,2636.0,2528.0,1.3356196880340576,0.27101358456808844,0.20194787064562222,32.32360343824677,
7_42327,3136.0,2584.0,1.5037399530410767,0.2115985800134078,0.16103367257680742,25.036609280838043,
7_42331,2793.0,2344.0,1.448989987373352,0.18584496353469018,0.14272076536819212,23.856072122664518,
7_42334,3188.0,2948.0,1.5097347497940063,0.1697989098530434,0.13113781128449345,28.99971283628496,
7_42340,2839.0,2440.0,1.4477226734161377,0.1621212928230745,0.12554919316379232,23.590611678074012,
7_42412,2942.0,2503.0,1.45540189743042,0.16655773013964112,0.12878543244731072,22.6015374751119,
7_42421,2868.0,2549.0,1.578269362449646,0.1576030964701638,0.12224507787246545,23.847159640107314,
7_42423,2803.0,2340.0,1.3164951801300049,0.09495289037735805,0.07529708697023871,23.667809370345342,
7_42433,2874.0,2476.0,1.4646281003952026,0.16438361501234078,0.12719452070256912,28.06343815511515,
7_42471,2695.0,2358.0,1.4738315343856812,0.1765399798903859,0.13602092840660904,22.312694897550145,
7_42483,2791.0,2440.0,1.4637819528579712,0.16691531437683718,0.12904221981253575,23.942381126372812,
7_42490,2937.0,2795.0,1.3136018514633179,0.11744142772740816,0.09239145509805398,27.74322757769048,
7_42512,2867.0,2612.0,1.3751486539840698,0.16500611462972195,0.1276514372512727,25.518792692598232,
7_42517,2766.0,2454.0,1.419533371925354,0.1319377098605642,0.10326749975271192,24.053699174991728,
7_42549,3464.0,2820.0,1.4173518419265747,0.21113115790222492,0.16071203660942945,20.59176718180555,
7_42550,3274.0,2273.0,1.3668652772903442,0.31675180929719415,0.23230689562927492,23.492809424075638,
7_42556,2848.0,2627.0,1.3514323234558105,0.18921331070449735,0.1451317876034849,26.854451787187823,
7_42560,2782.0,2904.0,1.5150281190872192,0.1594008003962279,0.12354674919988823,32.12088372261139,
7_42562,2727.0,2435.0,1.3274476528167725,0.14065143160065433,0.1097503715654467,22.821795999910076,
7_42586,3108.0,2623.0,1.5321882963180542,0.1692965273502711,0.13077751504920473,23.7746361926251,
7_42610,2680.0,2211.0,1.368949294090271,0.1708822295054073,0.13192513604991835,21.781537656581296,
7_42612,2746.0,2550.0,1.4518085718154907,0.11402606065757269,0.08981399002484391,24.098970571010526,
7_42625,2939.0,2793.0,1.5011093616485596,0.11799426723454484,0.09281196584022401,23.52485786661296,
7_42662,3225.0,2695.0,1.4422811269760132,0.17492785713532985,0.134861474986549,22.8242612729277,
7_42672,3458.0,2881.0,1.5495648384094238,0.1450853631577021,0.11303899765325273,24.641264561542275,
7_42674,3218.0,2864.0,1.4403717517852783,0.22014979036973936,0.16702973714192404,31.23414720299744,
7_42679,3211.0,2259.0,1.3854423761367798,0.3088318140206123,0.2271198537236982,28.94149563328622,
7_42704,2737.0,2398.0,1.3945494890213013,0.09842645616632253,0.0779567205792646,21.64085604514637,
7_42715,3266.0,3065.0,1.5404642820358276,0.21597717358985263,0.16410272622016034,33.04547891120037,
7_42721,2824.0,2750.0,1.423923134803772,0.17774871949201643,0.13688994823980274,26.90123493167819,
7_42729,2773.0,2390.0,1.324640154838562,0.22583836495843534,0.17100478234897523,24.57659997265443,
7_42749,3147.0,2289.0,1.4980854988098145,0.24365038764479477,0.18334823407051418,21.73101840116026,
7_42782,2878.0,2577.0,1.3464983701705933,0.20254787341673336,0.15463584056772994,23.93648430085467,
7_42791,3165.0,2962.0,1.4043021202087402,0.16681041064539617,0.12896158012829614,31.715060624607595,
7_42803,3691.0,3105.0,1.4387820959091187,0.23804527653465588,0.17948247485355773,29.69049360949894,
7_42832,2959.0,2534.0,1.5594896078109741,0.1453922583619857,0.11326117414173027,24.52946232227421,
7_42835,2695.0,2407.0,1.4054646492004395,0.15078029384626251,0.11723490051244483,21.607650202270527,
7_42840,3422.0,2867.0,1.5451475381851196,0.23418127316729417,0.1768140194517796,22.158416456221058,
7_42864,2662.0,2355.0,1.3206121921539307,0.11386637990168562,0.08969268656658715,23.65972021327994,
7_42866,2748.0,2421.0,1.434497356414795,0.16458274689368935,0.12734406654638264,23.037227711893642,
7_42878,2882.0,2803.0,1.460025668144226,0.19792170830690906,0.15134585699060535,27.353001538185243,
7_42891,2752.0,2458.0,1.3194777965545654,0.14235527649808816,0.11101243017316689,23.799114468029384,
7_42911,2828.0,2575.0,1.3458352088928223,0.18510876414530578,0.14218899031260893,26.70083441146196,
7_42924,2721.0,2394.0,1.3684370517730713,0.15462295134857446,0.12005871978201864,22.91208076905613,
7_42947,3598.0,3091.0,1.5637105703353882,0.2568577310154693,0.19238914504501903,27.894707559885838,
7_42960,2967.0,2667.0,1.5638818740844727,0.22249262684614832,0.1686717185729423,25.923330829044417,
7_42988,2889.0,2472.0,1.5265101194381714,0.12289681999898255,0.09650261222588266,20.704420410220635,
7_42989,3252.0,2701.0,1.3818663358688354,0.17814873088365316,0.13718795306112794,23.98572776624522,
7_43021,2748.0,2463.0,1.3751858472824097,0.13770801012908496,0.10756640286484062,21.929907443017647,
7_43025,2973.0,2681.0,1.5039047002792358,0.11097741228298004,0.08751050772722094,22.006948144887463,
7_43033,2956.0,2530.0,1.409692645072937,0.17777547576588046,0.13691433155467006,24.637114950676665,
7_43061,2793.0,2447.0,1.441859245300293,0.18543452998910614,0.14241896638019172,28.61305954511359,
7_43104,3081.0,2654.0,1.505908727645874,0.22327859611495904,0.1692236793515249,25.129681511255626,
7_43127,2698.0,2404.0,1.4737536907196045,0.1847800672987678,0.14195757369846385,21.5546694148833,
7_43146,2789.0,2435.0,1.559114933013916,0.15335316510015068,0.11912767797098663,22.294330470593415,
7_43148,2876.0,2249.0,1.3544374704360962,0.15119922973260613,0.11754334410813987,23.83827664053507,
7_43166,2933.0,2570.0,1.3142223358154297,0.16887508377183005,0.13046743332145166,25.43011263653779,
7_43170,2892.0,2615.0,1.5560356378555298,0.16939086581059232,0.1308418394963001,25.141999414340475,
7_43193,3071.0,2813.0,1.4483776092529297,0.26428216667013193,0.19742062395703247,30.0227258851275,
7_43197,3061.0,2668.0,1.451309323310852,0.21734043927395852,0.16506785538620491,25.117779676115518,
7_43199,2737.0,2575.0,1.3882572650909424,0.18602159219209574,0.14284643472860248,23.964459813941616,
7_43224,2935.0,2556.0,1.5195057392120361,0.1545078607873815,0.11997424901762815,25.602369997505892,
7_43240,2720.0,2552.0,1.517006516456604,0.08611805139139111,0.06850528553711686,21.401301581364955,
7_43246,3514.0,2574.0,1.5004810094833374,0.23072921632625462,0.17441896657815786,23.927841599920004,
7_43264,2764.0,2363.0,1.526097059249878,0.13156804631473937,0.10299325420719074,22.246623548809538,
7_43279,3477.0,2824.0,1.3676998615264893,0.17526066295762957,0.13510511645818707,21.803766998368626,
7_43283,2820.0,2390.0,1.511642575263977,0.22110111856535747,0.16770044973570414,23.056084933907098,
7_43285,2754.0,2395.0,1.5704569816589355,0.1429286684011601,0.11144038227443272,20.218553359534855,
7_43308,3149.0,2410.0,1.331272006034851,0.12268466593583452,0.0963441305203744,22.562056075801742,
7_43321,2727.0,2486.0,1.4158265590667725,0.13664232334386264,0.10677431123874936,21.45595080924129,
7_43336,2745.0,2281.0,1.4525212049484253,0.14567347055263463,0.11346675898754766,24.010582006476614,
7_43337,3015.0,2861.0,1.3876522779464722,0.20870153100937386,0.1589785230343571,31.721452675449093,
7_43360,2587.0,2245.0,1.4072235822677612,0.1188692122737659,0.09347041959323697,20.102927182563654,
7_43375,2996.0,2619.0,1.4332963228225708,0.17781548896576185,0.13693667289476147,29.952847638207228,
7_43401,3163.0,3161.0,1.4779633283615112,0.1891522562503091,0.1450845921069751,32.708277105358995,
7_43402,2656.0,2397.0,1.3799058198928833,0.14092815602827297,0.10995603004210183,21.410315610256124,
7_43410,2779.0,2430.0,1.3151100873947144,0.16568865329533752,0.12814980270039805,23.379787377804043,
7_43414,2803.0,2655.0,1.4443832635879517,0.14947875795241286,0.1162741667622179,25.033289605140585,
7_43429,2997.0,3045.0,1.5660542249679565,0.11209079680535025,0.08834431531709575,32.4223120877046,
7_43469,2810.0,2384.0,1.4037812948226929,0.22797304052173084,0.17249430725106865,23.093443533177823,
7_43475,2744.0,2309.0,1.3740121126174927,0.17765947949650485,0.13683171377116704,20.914140083497536,
7_43476,2690.0,2422.0,1.3497562408447266,0.276547064068232,0.20569377317893323,25.02622482517611,
7_43506,3000.0,2905.0,1.466109037399292,0.12534135661858756,0.09832979072333137,30.174895201836677,
7_43516,2945.0,2527.0,1.5344105958938599,0.1829370876642219,0.14063439780073747,23.528098702858006,
7_43533,2988.0,2881.0,1.440933108329773,0.13535165511849656,0.10580643996008325,31.361701715655556,
7_43559,3491.0,2983.0,1.5241916179656982,0.1474552138925213,0.11478906940715564,25.413489582948372,
7_43583,3075.0,2559.0,1.5745230913162231,0.17960226040134614,0.13823470704073454,23.667701920769808,
7_43609,2652.0,2348.0,1.3886886835098267,0.1517407784056351,0.11793959353277264,23.032156600385605,
7_43615,2616.0,2384.0,1.3808289766311646,0.11771547390183312,0.0926006027549488,20.8806130178211,
7_43618,3356.0,2237.0,1.3404749631881714,0.2150107550982226,0.1634393165212035,22.135921592985937,
7_43621,3404.0,2566.0,1.3628450632095337,0.18025958453684918,0.138705323200284,30.427573336706647,
7_43642,3084.0,2685.0,1.493627905845642,0.28945800133012406,0.2143258399602547,27.76635554254886,
7_43645,3091.0,2999.0,1.5013941526412964,0.1729372184119336,0.13340741985087934,32.16373844732929,
7_43648,2787.0,2496.0,1.4853280782699585,0.11605473417363649,0.09134980359792226,20.32696375264321,
7_43650,2899.0,2487.0,1.424250841140747,0.1589939583443722,0.12326363943180033,23.999547524850232,
7_43658,2666.0,2378.0,1.347416877746582,0.1535307591542379,0.11925716119105362,21.690738790294457,
7_43677,2689.0,2311.0,1.4492814540863037,0.1845259733194118,0.14177472191704427,21.732510749620904,
7_43692,3584.0,2698.0,1.5607739686965942,0.25519988969863827,0.19126497428450032,21.5803113948632,
7_43693,3061.0,2602.0,1.3157517910003662,0.15060346439566974,0.11710722767369798,23.496372761274667,
7_43724,3429.0,3038.0,1.398476243019104,0.2596925821339434,0.19431060135780934,31.549439312830955,
7_43726,2991.0,2890.0,1.4083844423294067,0.17793199595780962,0.13701901472646266,30.925060442017767,
7_43734,3360.0,2912.0,1.4145654439926147,0.17808999190019362,0.13714506580723637,25.81389860184369,
7_43745,2745.0,2553.0,1.3144320249557495,0.1426697323211965,0.1112435500716335,25.287100506656913,
7_43751,2844.0,2449.0,1.3648202419281006,0.16604633230663754,0.1284098353190103,24.558464160561865,
7_43765,2841.0,2518.0,1.3794692754745483,0.17490279872547315,0.13483795324211098,23.671008652476164,
7_43793,3225.0,2944.0,1.556373119354248,0.0910198947697226,0.07228212688458935,22.47448462181933,
7_43794,2736.0,2436.0,1.4396957159042358,0.12105465894020201,0.09511509320420465,22.529540563886382,
7_43814,2730.0,2397.0,1.345572829246521,0.17709219687676267,0.1364212391802216,21.531563510999558,
7_43823,2580.0,2235.0,1.3787270784378052,0.11347796401048355,0.08940080110018701,20.455715422255302,
7_43841,3482.0,3004.0,1.3383731842041016,0.15474363501835206,0.12015328820508381,25.45795766522014,
7_43844,3389.0,2516.0,1.4873567819595337,0.21972011900527103,0.16673738169664115,27.306702353668697,
7_43845,3315.0,3063.0,1.5416343212127686,0.20928402254744854,0.1593958324980591,31.789044537405587,
7_43846,3154.0,2506.0,1.3312431573867798,0.2899149382520501,0.21463598120372493,24.712572913310293,
7_43850,3008.0,2517.0,1.3625552654266357,0.11945282519444775,0.09391356532422203,20.352247852710843,
7_43890,2713.0,2451.0,1.3356069326400757,0.1577905778935234,0.12237918045711281,24.684898710295233,
7_43892,3121.0,2791.0,1.3371552228927612,0.2114241163375362,0.16090289963276116,30.423465746511003,
7_43900,2821.0,2434.0,1.5518242120742798,0.18043436273926902,0.138831381412917,23.325345052245787,
7_43911,2818.0,2407.0,1.446264386177063,0.12829641414589885,0.10054886339951233,22.194106664893987,
7_43915,2752.0,2423.0,1.4653353691101074,0.11170064220835652,0.08805551857994466,23.1073677857545,
7_43920,3701.0,2662.0,1.3822178840637207,0.25850386147118937,0.19351555840871176,23.44667729383537,
7_43937,2847.0,2541.0,1.5007978677749634,0.16728576197968043,0.12931182096791666,24.55913362063515,
7_43947,2802.0,2559.0,1.4448411464691162,0.16045255399717773,0.12433011789924972,23.083104087690288,
7_43959,2671.0,2414.0,1.3785582780838013,0.1402379387226259,0.10944187232035182,23.83445126452604,
7_43978,2857.0,2523.0,1.4894468784332275,0.16272915272972582,0.12599296366132476,23.763313519187545,
7_43985,3140.0,2660.0,1.3544999361038208,0.19258786494599103,0.14755403338977624,22.452695785728327,
7_44013,2901.0,2548.0,1.52373206615448,0.13060430796356437,0.1022736169879596,23.988224312365794,
7_44019,3383.0,3196.0,1.425482988357544,0.1994762769952399,0.15245221682451007,32.502702886074196,
7_44032,2657.0,2569.0,1.4294865131378174,0.281364115660101,0.2088971404039897,33.00087548867254,
7_44033,3077.0,2624.0,1.4251936674118042,0.19517194506107155,0.14939557853038093,23.81416250830282,
7_44034,2916.0,2601.0,1.5768296718597412,0.17705875999017293,0.13639592062828576,24.924775291880483,
7_44039,3054.0,2657.0,1.3853751420974731,0.19176324344964651,0.146953332714707,30.66314138905636,
7_44052,3138.0,2805.0,1.3943300247192383,0.24936235694621262,0.18725463378550705,31.53472983856817,
7_44093,2903.0,2525.0,1.460222840309143,0.20949624167631836,0.15954702385315975,25.929897686006523,
7_44144,3208.0,3067.0,1.4506769180297852,0.23586832008001749,0.17796779623428982,30.91297586536597,
7_44158,2894.0,2514.0,1.4903883934020996,0.18287635820413503,0.14058925292451543,24.192145427868322,
7_44161,3021.0,2437.0,1.4711929559707642,0.24408352314481005,0.18362742898743337,31.989759413716246,
7_44193,3206.0,2520.0,1.474226474761963,0.2457306205478206,0.18477598860169595,24.439439384348894,
7_44197,2772.0,2425.0,1.4412586688995361,0.10229915092057096,0.0809133525495707,21.966180112433044,
7_44202,3009.0,2983.0,1.3509684801101685,0.18898223650461368,0.14496214601495327,31.29618987781533,
7_44219,3622.0,2611.0,1.4523054361343384,0.2017749401756722,0.15409695880519753,23.235388764715797,
7_44231,2846.0,2322.0,1.4175974130630493,0.20531384370105496,0.15659745918029808,21.28097545275167,
7_44239,2993.0,2533.0,1.4887572526931763,0.1400219911118009,0.10928771658245424,21.2029086917884,
7_44241,3617.0,2877.0,1.5315550565719604,0.2722173862044341,0.20279456880047586,28.123649716759207,
7_44243,3397.0,2848.0,1.5106219053268433,0.15376560933749742,0.11943643204857403,22.521732836130035,
7_44254,2786.0,2551.0,1.3556588888168335,0.10846190944278788,0.08559832738900504,25.75036809680929,
7_44262,3541.0,2479.0,1.53427255153656,0.2249424160999571,0.1703926911804073,22.810521453743107,
7_44276,2724.0,2491.0,1.4202895164489746,0.15458727112859094,0.12003162562258389,23.759224708002183,
7_44282,2908.0,2544.0,1.5616047382354736,0.14222138133792986,0.11091684949607161,21.8916002310818,
7_44285,2619.0,2262.0,1.3216843605041504,0.15004320800385731,0.11669045362269892,22.23662433369424,
7_44318,3382.0,2311.0,1.4664403200149536,0.14839018505159646,0.11547877650063165,24.18519182816954,
7_44347,2915.0,2570.0,1.575199842453003,0.1860589251179732,0.14287434502736865,25.35440369213818,
7_44363,2615.0,2298.0,1.3906972408294678,0.14940437830929762,0.11622057355332832,21.484734821128004,
7_44379,2859.0,2491.0,1.5266484022140503,0.1717355162964367,0.13254576097961981,22.446174452047163,
7_44382,2903.0,2334.0,1.3311331272125244,0.17754119828181175,0.1367390700874232,28.574750726730297,
7_44392,2866.0,2380.0,1.5553808212280273,0.19843393104743653,0.15171634499829878,22.588877746345904,
7_44448,3076.0,2950.0,1.5200117826461792,0.21149931586408888,0.1609531211217402,31.38599677277139,
7_44449,2875.0,2641.0,1.4727433919906616,0.12756475163727715,0.09999964229631457,24.79979566700582,
7_44493,3563.0,2956.0,1.5831397771835327,0.17293513021188836,0.13342043731918143,24.80877022208664,
7_44507,2684.0,2397.0,1.4755340814590454,0.17673614178567748,0.13616277839767146,22.057146844726915,
7_44516,2738.0,2419.0,1.3886375427246094,0.18117374064651778,0.13936291043668286,23.113228592994616,
7_44518,2689.0,2355.0,1.4324995279312134,0.15585212933669876,0.12096061100327271,22.533499192504163,
7_44561,3432.0,3048.0,1.5316534042358398,0.20466597932288863,0.1561384946992824,28.76344679586426,
7_44570,2876.0,2522.0,1.5218347311019897,0.22456483378067119,0.17011997028639195,23.69240074098404,
7_44586,2787.0,2501.0,1.5278098583221436,0.1804532634276536,0.13884341743498754,24.190480381647497,
7_44589,3604.0,3158.0,1.3693110942840576,0.2584914225619894,0.19350205039888171,27.482789433601976,
7_44607,3391.0,2610.0,1.4721441268920898,0.31938673064985146,0.23401808452562065,28.06976331397519,
7_44610,3131.0,2241.0,1.490228533744812,0.28675041782199734,0.2125315067489223,22.93736199182226,
7_44630,3161.0,2181.0,1.537280559539795,0.28109024854786213,0.2087435563452337,28.55396974736981,
7_44643,2772.0,2491.0,1.3683503866195679,0.18030709585071042,0.13873759672850844,24.393923098365455,
7_44651,3052.0,2289.0,1.3914612531661987,0.2501182099906898,0.18778084791649222,25.634802208340354,
